id	raw_category	category	count	nyu40id	eigen13id	nyuClass	nyu40class	eigen13class	ModelNet40	ModelNet10	ShapeNetCore55	synsetoffset	wnsynsetid	wnsynsetkey	mpcat40	mpcat40index
484	flower stand	flower stand	1	39	6	stand	otherfurniture	Furniture							furniture	36
1349	air mattress	air mattress	1	4	1	bed	bed	Bed	bed	bed	bed	2818832	n02690809	air_mattress.n.01	bed	11
1350	clip	clip	1	40	7		otherprop	Objects							objects	39
222	side table	side table	1	7	10	table	table	Table	table	table	table	4379243	n04379243	table.n.02	table	5
1253	pizza boxes	pizza box	1	29	7	box	box	Objects					n02883344	box.n.01	objects	39
1351	display	display	1	39	7		otherfurniture	Furniture					n03211117	display.n.06	misc	40
1352	postcard	postcard	1	40	7		otherprop	Objects							objects	39
828	display sign	display sign	1	40	7	sign	otherprop	Objects							misc	40
1353	paper towel	paper towel	1	40	7	paper towel	otherprop	Objects					n03887697	paper_towel.n.01	towel	20
612	boots	boot	1	40	7	shoe	otherprop	Objects					n04199027	shoe.n.01	clothes	38
1354	tennis racket bag	tennis racket bag	1	40	7		otherprop	Objects							objects	39
1355	air hockey table	air hockey table	1	7	10	table	table	Table	table	table	table	4379243	n04379243	table.n.02	table	5
1301	socks	sock	1	21	7	clothes	clothes	Objects					n04254777	sock.n.01	clothes	38
1356	food bag	food bag	1	37	7	bag	bag	Objects							objects	39
1199	clothes hangers	clothes hanger	1	40	7		otherprop	Objects					n03057920	coat_hanger.n.01	misc	40
1357	starbucks cup	starbucks cup	1	40	7	cup	otherprop	Objects	cup		cup or mug	3797390	n03797390	mug.n.04	objects	39
